Name	Assigned Name	Formula	KEGG Pathways	Metabolika Pathways	Molecular Weight	RT [min]	Area: A7-SI-GenX.raw (F1)	Area: A9-SI-GenX.raw (F3)	Area: B8-SI-micro-metlab.raw (F7)	Area: B10-SI-micro-RNA.raw (F9)	Area: B12-SI-micro-metlab.raw (F10)	Area: D7-SI-GenX.raw (F15)	Area: D9-SI-GenX.raw (F17)	Area: B7-SI-GenX.raw (F6)	Area: B9-SI-GenX.raw (F8)	Area: D8-SI-micro-metlab.raw (F16)	Area: D10-SI-micro-metlab.raw (F18)	Area: D12-SI-micro-DNA.raw (F19)	Area: A8-SI-micro-DNA.raw (F2)	Area: A10-SI-micro-DNA.raw (F4)	Area: A12-SI-micro-RNA.raw (F5)	Area: C8-SI-micro-DNA.raw (F12)	Area: C10-SI-micro-RNA.raw (F13)	Area: C12-SI-micro-metlab.raw (F14)
Compound891		C7 H9 N9	NA	NA	219.09813	3.47	29891.6641036922	43657.2342800711	20762.7693338423	373882.796780249	121428.010494355	106437.898861658	56608.7026181643	36022.4324284256	75345.2312204156	34042.3185786117	1150385.55470079	20998.4755903298	24494.3890030609	47039.7297867237	469210.354521195	415699.610498407	608664.697290748	177976.060371045
Compound892	D-PANTOTHENIC ACID	C9 H17 N O5	NA	NA	219.11003	10.172	376135.138521756	224938.695471481	161944.371737106	62806.425030174	327641.845224429	150517.141584923	262823.897038621	443440.461361144	94885.2716843116	297725.843288164	50401.2522002596	11820.6877486655	461007.170761266	1073019.9574065	113437.414719253	98784.0059609563	69002.4049539164	19213.0670256329
Compound893		C4 H14 N9 P	NA	NA	219.11006	4.704	316275.396913395	600381.877295183	279048.144892458	79439.8125654218	307307.78988039	196569.616380581	284568.762266772	524102.433692844	30398.8918404474	1786311.76820869	107739.811772936	275156.233930288	441403.494808086	653391.464498917	83159.5970629581	120235.212370874	56003.9643068303	43927.4895732474
Compound894	D-PANTOTHENIC ACID	C9 H17 N O5	NA	NA	219.11008	4.988	114112.609804558	115684.85815208	869245.899850319	43118.7459258411	406952.561037826	47041.6903203792	335883.305986258	425866.0834916	10826.7383781715	4008078.78795741	115639.502691895	246730.719187266	519292.768435974	1023924.62582595	228404.120946928	130019.134827172	80543.9347266742	14353.8565906156
Compound895	D-PANTOTHENIC ACID	C9 H17 N O5	NA	NA	219.11053	10.822	2281842.03897478	1481552.1242117	2265332.74790618	769082.919928629	1856364.34314737	559580.287845416	1262101.15749184	1490515.35528915	472377.713546857	5409351.56104803	461198.527164092	696391.826620519	3525550.54084988	4176514.24026646	561728.195579142	560466.305919541	470980.384520764	157468.206962494
Compound896	; D-PANTOTHENIC ACID	C4 H14 N9 P; C9 H17 N O5	NA; NA	NA; NA	219.11198	4.257	190090.665622735	100846.088339677	476751.908488411	366115.828774224	410580.163971443	82955.4319786987	150833.315130692	213854.671183034	47178.6421427986	822348.3374593	270687.342783827	178674.584437407	880201.77501536	547007.267340498	273259.441648303	148163.491879145	183676.170443106	164001.681612783
Compound897		C H3 Br Cl N2 O2 P	NA	NA	219.8807	3.305	846350.73703034	592906.930329682	129203.60084058	834841.361839887	316976.893453135	862826.244308013	657762.884904123	437654.551436204	524075.532543609	577010.560095675	544812.124356094	139446.399463385	123808.680520104	293174.835187543	264335.921401632	720843.676517225	618654.287476269	934248.403698868
Compound898	; 2-(4-chlorophenoxy)pyridin-3-amine	C7 H14 N2 P2 S; C11 H9 Cl N2 O	NA	NA	220.04294	3.552	112307.65789402	107656.029174973	222959.392870576	1425900.13099591	362727.391840077	127646.724751534	51092.8034432041	72928.9475685012	99368.5476011296	202345.837697333	1228310.57865093	59572.5517368422	1222728.13773342	1440171.62139518	1501215.49937087	2394174.36441331	1568359.86414835	661161.383502567
Compound899		C12 H14 P2	NA	NA	220.05794	4.135	33797.2026762773	17746.3321732133	166793.454370149	100687.140176275	51802.7863141838	25929.1927781026	23811.9110494765	14773.655084133	16378.1913493611	112203.006706133	213659.456277885	35535.990752598	351136.287807639	470937.002013533	154634.692817052	199874.611422878	95700.5765917552	99073.0665927813
Compound900	ala-met	C8 H16 N2 O3 S	NA	NA	220.08757	4.195	108026.492131037	78011.5940422509	391424.368663717	321385.697839978	117437.714633859	28559.059054567	140363.68366842	141129.878895983	32873.2046535738	166448.770718625	140178.053656714	109870.580568629	185077.495538834	263520.748193952	175520.180805427	136243.332902812	99408.02386693	67235.1550897428
Compound901		C10 H13 N4 P	NA	NA	220.08757	4.675	45788.1503695684	36521.6921012358	60682.8796847293	35041.8289107302	19558.1250787432	8534.46053512186	95741.2558397253	41283.8665763864	16127.9584026544	41101.2612557197	15828.5744062829	11625.6856067511	73242.4312517626	78039.2363285843	19847.260899353	35257.205826364	75770.5599142741	18244.5948995503
Compound902	N-acetyl-beta-D-glucosaminylamine; thr-thr	C8 H16 N2 O5	NA	NA	220.10564	3.722	514488.502991668	411861.633521119	231318.076120866	213098.108013492	641430.638325661	56159.9206959974	458277.161374033	408808.959078144	72343.124455748	393571.060666763	190120.408709679	111755.980754233	552465.834646546	1479044.51963743	221760.355709146	205022.85162893	220795.329300816	170505.637291339
Compound903	DK3970000	C14 H20 O2	NA	NA	220.14621	17.205	240757.725185559	149569.438431734	347598.362781372	300298.447506595	122641.945042654	54452.3451389	77458.5169835123	70869.0126305344	70732.9686563425	256249.985864955	231618.736342722	126027.099342887	363411.926332629	467713.542196452	56405.9880703535	440257.532932766	250015.491152722	898481.813729548
Compound904		C10 H24 N2 O3	NA	NA	220.17847	3.675	1293730.11116673	1171692.74219033	767300.995524562	441872.304050869	744485.810509177	1134887.81476464	906671.041076126	1677787.92555102	1105349.01098546	8214978.867983	365099.515609886	5513843.51589456	775848.531834671	4456807.05474717	86082.2717520466	1269687.23496696	301897.892263732	310959.656344984
Compound905		C6 H3 N7 O S	NA	NA	221.01225	3.624	12983.3427403303	29849.5842183829	207059.196933387	405220.240832364	455543.782835705	63594.4128983801	30553.0480758163	26702.7563967711	53116.845382066	71067.4446680322	1570942.78710166	14493.6720162966	316057.904695207	418745.581295649	535031.77894213	873107.269506257	749831.584445045	181428.420789657
Compound906	2-Acetamido-2-deoxy-L-mannose	C8 H15 N O6	NA	NA	221.08983	3.747	2700572.08451821	1404901.84278476	7022066.57549678	2287708.79764841	1737500.17944372	484337.531175836	1331428.51607138	1060410.4202087	437554.459438816	5734968.01267567	401894.210166641	1626803.0488402	15594730.3269276	3577997.02388119	2284404.4746691	1180670.037374	1201787.49842705	800092.295822464
Compound907		C9 H15 N7	NA	NA	221.13888	4.235	133832.272167875	195415.796796838	272800.40566018	43140.0458556398	196964.763634989	413616.828329417	159268.130276742	582694.68234998	390040.682285684	177661.216931347	613496.44078621	63789.2641233355	311028.224097726	166471.308317832	114381.179415436	144054.119075381	66992.5649622468	45829.6406569974
Compound908			NA	NA	221.86039	3.297	344365.215314442	216267.364639368	55590.4541952616	319282.433013938	111674.184948899	251332.378741806	206180.256021065	188808.861400908	197596.123307417	226274.772287422	205447.352619248	18864.6692145117	54411.1790180009	113033.806860387	101999.743442563	294745.365024384	206420.156297317	277636.649842413
Compound909		C H Cl O5 P2 S; C H2 Cl O5 P3	NA	NA	221.88101	3.276	147066.179276984	155240.767473476	5072.6371301385	13430.9302949104	15422.3670362606	78092.6756105853	71975.0523304468	120648.254460957	61294.6220199156	10886.1349982589	51057.0907036067	6863.96461208531	4279.84703650673	8851.20626296435	5615.6538841921	20235.3893431482	31643.9998771173	8403.14379980591
Compound910		C3 H6 N6 O4 S	NA	NA	222.01714	3.279	12394.4128694042	7772.82196153798	69453.8096104726	21712.4194351093	64511.1173915505	3855.31079853898	8800.67267203086	4954.20651950904	4114.03826952173	751275.330070002	29615.2971307664	412003.426018295	40718.6907871902	677377.492593894	25193.3830719912	100609.106174169	35626.1222837296	28205.0523566164
Compound911		C8 H12 Cl O3 P	NA	NA	222.02176	0.33	235315.003687607	155644.668494188	17258.935617574	14511.3375217457	351668.93664631	157210.145725826	135792.466625075	77631.1276291748	2793.24962470622	15185.3805717995	307952.380382392	11839.0601570877	245725.01206926	533781.003048946	13406.610880009	453746.010992252	23691.9213636084	12503.8795118131
Compound912	beta-D-Ethyl glucuronide	C8 H14 O7	NA	NA	222.07385	3.744	136679.425942315	147421.620990807	364054.237414681	1588663.74624798	1209012.27930506	187250.781244328	112468.464430246	89226.9097607944	201582.691841785	276769.519013622	2503576.22116172	247927.501790687	613051.70453379	1265203.22065387	1463623.17772903	1518246.75359248	1383172.82369624	1095629.12099318
Compound913	Gly-Phe	C11 H14 N2 O3	NA	NA	222.10023	11.062	2414001.27416329	2499813.0617598	486222.256962652	348751.262956161	1158040.47690053	470016.813698294	1740006.81150692	3064560.65062611	707611.627986156	881689.868136361	1044848.74246253	246025.715019557	4479356.65613373	6830845.40444967	1758924.68491843	442543.704039672	965888.757520638	414979.285013349
Compound914	Gly-Phe	C11 H14 N2 O3	NA	NA	222.10026	11.593	6012558.00596065	4944949.66020363	2052883.46195197	1028117.19872591	6157020.92206433	1087370.12983846	2436256.30296684	4774935.9414752	1189856.31626666	2901298.33671059	2372373.22489775	263672.322989122	9584023.81584311	10626566.461331	2445725.00686726	1142565.09561268	1259782.68846972	1012000.37796583
Compound915			NA	NA	222.6266	9.981	125674.328366231	45231.2478302573	81182.9872004665	9518.83447923621	51692.102691997	52614.1564376827	29443.0457201368	137324.598889729	29378.0187113028	102872.389014043	21922.1803138664	17279.0851043736	62062.3219508217	256581.224879906	43551.5726978197	22280.9684883942	20246.8326956715	7992.9987949541
Compound916		C9 H5 N S3	NA	NA	222.95792	3.443	172161.831731199	197325.81807944	508694.410267974	617119.200067547	653577.944356115	76422.4820960407	110733.775640283	60399.506909766	86151.9400844466	2040762.15196987	638656.880382959	515200.174443856	686538.302107364	1437465.01622726	487640.980914587	1085975.97586578	593136.092161776	1103223.73347696
Compound917		C6 H3 N5 O P2	NA	NA	222.98086	0.355	370982.673217206	35195.9879796319	66817.2336757863	81562.4375184973	107116.348190631	20848.7734996978	26512.7625161151	18415.6165992553	19940.3045465373	45543.7029379314	48996.0596875974	82062.6269213097	50725.2834339766	102128.704787861	57998.3367400272	307561.09358474	76683.9374346238	116321.6003422
Compound918		C5 H6 Cl N3 O3 S	NA	NA	222.98155	3.075	15601.560450701	14740.5297842427	3660441.41975804	826958.371028367	1307449.76300055	14079.1815035672	12194.9305438159	7280.45790488952	5594.18569442867	43513.5043554855	213110.265689826	10348.0902820738	2336319.64784976	279772.958299341	4603608.14145647	129121.373826734	91978.462948769	25853.4931961687
Compound919		C6 H16 N3 P3	NA	NA	223.05624	3.37	14972.1372390842	5601.73075719066	4387.59169046824	78199.9786786054	63371.7674965679	6078.40032769455	1256.49778423762	1482.29324065654	1383.1264657607	465535.207251922	92483.1539748694	524549.23258032	5982.80691364922	172299.856299348	31253.4416514909	182140.706934525	123026.048394981	157825.681112003
Compound920	N-Acetyl-D-glucosaminitol	C8 H17 N O6	NA	NA	223.10516	3.844	105171.597943592	69019.5251250785	450985.396665486	252898.844641724	551566.542006816	61069.7128549299	37919.9448779048	51732.6645004084	88010.1709681653	1761515.66425202	224890.326480939	733277.70804059	255328.841015088	280088.595295268	241673.983760931	162341.434127452	370181.976987791	358168.297810132
Compound921	N-Acetyl-D-glucosaminitol	C8 H17 N O6	NA	NA	223.10537	3.464	73374.7675153789	47177.847526245	213566.442954234	635234.765351684	265782.657139876	81794.2502882576	46514.3619463472	51644.9123889092	71011.6769006935	239851.191562648	877486.891012224	106789.016557177	343084.815406285	334820.118977524	538878.303362287	462022.116591354	462217.082595589	225113.797458114
Compound922		C13 H25 N3	NA	NA	223.20446	15.67	4326832.28478541	3055971.2502241	27171.252605205	32993.8297638341	36857.4025714501	1563455.77107176	1713875.45177219	1604115.24179314	1385329.30118964	53830.4585055748	28280.1774090264	48898.7084116828	29572.9722468945	52437.5756982133	28876.8485508323	33351.5755835466	109421.323060234	47200.9967063039
Compound923			NA	NA	223.85745	3.237	182507.001355461	90440.7627798472	25259.0035735251	148240.628432856	48734.6705480578	121135.836870573	72142.8905721643	79332.51874188	97594.3534487173	108699.15066889	105945.961992086	14763.0569255218	20030.6272282349	43377.4578934632	49564.2311499047	133981.31283751	97905.7295756737	143418.344737622
Compound924		C5 H Cl O4 S2	NA	NA	223.90029	3.245	2911.71099944827	7306.14164848175	174533.655126169	44195.1534659618	147418.155920662	2189.05884505846	1483.62353125445	1219.64883876539	1199.76679482487	5761.70094250341	58762.6261421864	3046.75892490041	150607.648591383	84311.0982388	153811.338365885	26755.819957418	47898.2106563315	14400.0251058002
Compound925		C5 H10 Cl N4 P S	NA	NA	224.00566	3.544	10869.7287175397	10916.0496491575	17915.595436323	221153.224216506	18497.8791665518	24627.7634650352	15039.0641458549	7498.99635083912	22927.969496715	35302.5001905469	73401.3380425315	22247.669812615	23292.8294648093	40169.6070211746	94751.0276997017	150449.131001498	230996.885972012	192897.102661459
Compound926		C6 H8 N8 O2	NA	NA	224.07731	4.117	87019.344519383	34762.5055477605	121982.046722572	260654.574440538	130703.662521551	91680.5068104939	29091.3946735967	29173.2304574736	51808.9397627133	96978.5489713692	547284.941997923	64014.2275138793	163833.13813891	241787.213327959	236032.889530704	184038.548184351	178895.555257643	310365.619439609
Compound927	2-[4-(3-Amino-2-hydroxypropoxy)phenyl]acetamide	C11 H16 N2 O3	NA	NA	224.11334	4.218	568482.469794699	364496.426244758	59884.1265099771	57540.6290840049	181003.441759052	58326.6979896649	570944.087989565	482891.544754924	62172.131237916	117532.854168001	121011.481662821	132707.906131265	288695.624925227	237913.01750821	131023.623056866	73560.468745044	127641.285220136	65188.171895921
Compound928	N,N'-Dicyclohexylurea	C13 H24 N2 O	NA	NA	224.18849	18.32	40056707.6095684	20957510.1512206	136416.60501041	708882.874034795	170164.855871528	59422598.6928502	26399793.0634361	30945732.5346468	24174090.7685695	314559.437806331	333979.60462501	1036666.48178823	283960.427296264	593877.813591087	231928.083010914	544010.170001308	2237813.20384692	1215097.00984558
Compound929	(E)-Furazolidone	C8 H7 N3 O5	NA	NA	225.03754	4.218	1014925.22834671	639232.618918838	301608.15669844	187684.158773543	500300.790643291	538081.520366394	488033.747898517	596221.343651516	419710.060806908	1319696.5564863	288616.286871098	398774.322343716	159394.895809485	355490.606792048	174319.213919703	488193.873931486	222708.465707458	371420.540702759
Compound930		C5 H7 N9 O2	NA	NA	225.07236	3.514	271268.695766333	137363.266304902	106696.936159241	205672.860196137	275722.781288085	50198.4326155645	111211.794568303	131465.647869855	41564.7194917898	326496.698572573	259549.427158023	76759.0142137776	279476.179228931	680270.54043313	279934.366499302	238737.498673198	360266.564479962	191543.51214507
Compound931		C5 H16 N5 O3 P	NA	NA	225.0998	4.135	49761.3994218422	84312.5585847029	614186.368230122	559085.277998971	290789.248346593	34221.3638548438	53337.7603293022	31258.6300278969	29185.5524923912	209852.034114727	211037.101559933	105890.824461596	310430.64377979	394440.453733706	346348.463865697	361475.745076429	1666887.4135439	730920.528177267
Compound932		C6 H11 N9 O	NA	NA	225.10883	3.351	183756.083533997	90744.4613637146	134088.559451875	81313.4964711096	113697.275462729	44212.8579665333	31411.1048047864	67692.2168073544	29417.791342564	306805.862112777	74326.1801521273	60841.4409033283	97755.2359105585	517667.27687111	57146.2921835538	192330.85340522	92613.2201157177	127460.330573398
Compound933		C13 H23 N O2	NA	NA	225.17245	16.577	2104957.31426649	4172985.83136721	4277641.92912052	4493977.28786135	4421980.77218187	1899614.87491904	1066827.21516655	737960.933668036	702874.550326395	6403304.44508014	3868618.26226497	9530760.72447285	4087850.75141242	2913902.54895478	4037144.86588945	4232202.68429714	2538838.46654403	6207891.1421969
Compound934			NA	NA	225.19171	18.347	4818998.98843335	3372289.87748611	82702.1465561838	122735.912165922	103408.012945974	7103190.3431481	3353184.46092275	5919225.4177192	2661742.68970662	60498.6304250375	67486.5951012041	63788.4847348211	97803.151700916	117095.822092415	42518.0691763259	95916.4965664817	261525.034167299	96002.3066790954
Compound935		C2 H5 Cl3 N2 O2 S	NA	NA	225.91321	3.272	4299.6831598746	2800.14995279591	378128.80329748	192598.19810854	210205.825008545	2513.37497920369	2150.55581775812	1905.04083468419	1737.27798924831	6615.31553582136	16125.2790141675	3615.3201495027	223936.5382521	17406.9568899506	573689.72674257	25041.5570907717	10650.2544546211	5339.40903944328
Compound936		C4 H4 O7 P2	NA	NA	225.94402	3.128	3608143.3229585	2082165.70228762	91803.1513531586	2315848.18186707	590711.376481032	2151179.46512598	1406931.89034888	1614018.55408932	1566674.62911442	2718001.87737047	2255972.17770284	3017237.88657818	138047.975984885	884382.765283141	65896.0117671863	3183305.43596314	3351113.3155841	7466046.89102543
Compound937		C2 H3 Cl N6 O5	NA	NA	225.98637	4.198	334378.885334614	99874.9164017141	102702.957888823	37350.1238771309	44241.5236426	50331.8295237377	46867.5116000268	87379.9355969384	26882.5330830291	299368.937176745	34274.3308375584	37405.601795486	62275.8951575783	87482.4884908778	30089.7026189873	39760.9735766655	32409.8611544074	56925.5260624851
Compound938		C8 H7 N2 O4 P	NA	NA	226.01399	4.138	111387.815948661	62209.8460491448	897827.166233061	615550.23163278	521187.08360798	113170.078624633	44867.6158955297	25198.7977411205	69304.9858013646	356617.387262539	748545.591094261	42539.3918490571	1281293.99475612	962984.83411976	482968.424394255	510018.194046673	369851.791037549	77377.8267054674
